review,rating,date,bank,source,cleaned_review,char_count,word_count,avg_word_length,has_question,has_exclamation,is_all_caps,sentiment_polarity
very useful App,1,2025-05-26,Dashen Bank,Google Play,useful,6.0,1.0,6.0,0.0,0.0,0.0,0.0
"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",2,2025-05-25,Dashen Bank,Google Play,simple robust feature yes please endless loading screen use day fix higher rating,81.0,13.0,5.31,0.0,0.0,0.0,0.0
Wawww,5,2025-05-24,Dashen Bank,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
it is good but some times says duplicate transaction why?,5,2025-05-23,Dashen Bank,Google Play,good time say duplicate transaction,35.0,5.0,6.2,0.0,0.0,0.0,0.0
very Nice,5,2025-05-23,Dashen Bank,Google Play,nice,4.0,1.0,4.0,0.0,0.0,0.0,0.0
its best,5,2025-05-22,Dashen Bank,Google Play,best,4.0,1.0,4.0,0.0,0.0,0.0,0.0
it is not as good as to the other mobile bank app.,1,2025-05-22,Dashen Bank,Google Play,good mobile bank,16.0,3.0,4.67,0.0,0.0,0.0,0.0
"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",5,2025-05-21,Dashen Bank,Google Play,best best financial freedom experience seamless banking fingertip bank financial freedom anywhere innovation meet convenience bank mobile banking innovation meet convenience secure reliable bank confidence,205.0,25.0,7.24,0.0,0.0,0.0,0.0
wow,5,2025-05-20,Dashen Bank,Google Play,wow,3.0,1.0,3.0,0.0,0.0,0.0,0.0
Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,4,2025-05-20,Dashen Bank,Google Play,nothing version comment feed back version mot today,51.0,8.0,5.5,0.0,0.0,0.0,0.0
good,5,2025-05-19,Dashen Bank,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
its best,5,2025-05-18,Dashen Bank,Google Play,best,4.0,1.0,4.0,0.0,0.0,0.0,0.0
The best app ever in finance sector,5,2025-05-18,Dashen Bank,Google Play,best ever finance sector,24.0,4.0,5.25,0.0,0.0,0.0,0.0
Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,3,2025-05-18,Dashen Bank,Google Play,good confuse transfer need pin user inter pin instead know level society device based dont know need please try fix,115.0,20.0,4.8,0.0,0.0,0.0,0.0
dashen bank or dashen super app?,1,2025-05-17,Dashen Bank,Google Play,bank super,10.0,2.0,4.5,0.0,0.0,0.0,0.0
wowwwe app,5,2025-05-17,Dashen Bank,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,2,2025-05-17,Dashen Bank,Google Play,transferring bank account inconvenient get used seeing please try,65.0,9.0,6.33,0.0,0.0,0.0,0.0
good,5,2025-05-16,Dashen Bank,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
always lagging,1,2025-05-16,Dashen Bank,Google Play,always lagging,14.0,2.0,6.5,0.0,0.0,0.0,0.0
Amazing Application...,5,2025-05-16,Dashen Bank,Google Play,amazing application,19.0,2.0,9.0,0.0,0.0,0.0,0.0
Fantastic,5,2025-05-16,Dashen Bank,Google Play,fantastic,9.0,1.0,9.0,0.0,0.0,0.0,0.0
"Dashen bank app is very good, but sometimes it is not working well",5,2025-05-15,Dashen Bank,Google Play,bank good sometimes working well,32.0,5.0,5.6,0.0,0.0,0.0,0.0
its my choice,5,2025-05-15,Dashen Bank,Google Play,choice,6.0,1.0,6.0,0.0,0.0,0.0,0.0
wow apo,5,2025-05-15,Dashen Bank,Google Play,wow,3.0,1.0,3.0,0.0,0.0,0.0,0.0
awesome app keep going,5,2025-05-14,Dashen Bank,Google Play,awesome keep going,18.0,3.0,5.33,0.0,0.0,0.0,0.0
wow,5,2025-05-13,Dashen Bank,Google Play,wow,3.0,1.0,3.0,0.0,0.0,0.0,0.0
👍,5,2025-05-13,Dashen Bank,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",5,2025-05-13,Dashen Bank,Google Play,digital banking step fast convince,34.0,5.0,6.0,0.0,0.0,0.0,0.0
Game changer,5,2025-05-13,Dashen Bank,Google Play,game changer,12.0,2.0,5.5,0.0,0.0,0.0,0.0
Totally amazing,5,2025-05-13,Dashen Bank,Google Play,totally amazing,15.0,2.0,7.0,0.0,0.0,0.0,0.0
super 😎,5,2025-05-13,Dashen Bank,Google Play,super,5.0,1.0,5.0,0.0,0.0,0.0,0.0
what a helpful app!!!!,5,2025-05-13,Dashen Bank,Google Play,helpful,7.0,1.0,7.0,0.0,0.0,0.0,0.0
Good,4,2025-05-13,Dashen Bank,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
nice,5,2025-05-13,Dashen Bank,Google Play,nice,4.0,1.0,4.0,0.0,0.0,0.0,0.0
wow,5,2025-05-12,Dashen Bank,Google Play,wow,3.0,1.0,3.0,0.0,0.0,0.0,0.0
"To be honest, best banking and lifestyle app in Ethiopia.",5,2025-05-12,Dashen Bank,Google Play,honest best banking,19.0,3.0,5.67,0.0,0.0,0.0,0.0
fast,5,2025-05-12,Dashen Bank,Google Play,fast,4.0,1.0,4.0,0.0,0.0,0.0,0.0
"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",5,2025-05-11,Dashen Bank,Google Play,must seamless one digital platform keep living motto always one step ahead,74.0,12.0,5.25,0.0,0.0,0.0,0.0
"This App makes digital banking effortless and convenient. User-friendly interface, secure transactions, and excellent features for managing finances efficiently.",4,2025-05-10,Dashen Bank,Google Play,make digital banking effortless convenient interface secure transaction excellent feature finance efficiently,109.0,12.0,8.17,0.0,0.0,0.0,0.0
good,5,2025-05-09,Dashen Bank,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Amazing app super easy to use and best design. loved it.,5,2025-05-09,Dashen Bank,Google Play,amazing super easy use best design,34.0,6.0,4.83,0.0,0.0,0.0,0.0
its the best ever,5,2025-05-08,Dashen Bank,Google Play,best ever,9.0,2.0,4.0,0.0,0.0,0.0,0.0
nice,5,2025-05-08,Dashen Bank,Google Play,nice,4.0,1.0,4.0,0.0,0.0,0.0,0.0
excellent game changer App,5,2025-05-08,Dashen Bank,Google Play,excellent game changer,22.0,3.0,6.67,0.0,0.0,0.0,0.0
I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,5,2025-05-03,Dashen Bank,Google Play,highly excited application favorable well mobile,48.0,6.0,7.17,0.0,0.0,0.0,0.0
it seems me logging out within minutes,1,2025-05-02,Dashen Bank,Google Play,logging within minute,21.0,3.0,6.33,0.0,0.0,0.0,0.0
nice app especially GUI and I have got some error when you send within dashen bank the receipter is not get SMS notification,4,2025-05-02,Dashen Bank,Google Play,nice especially got error send within bank get notification,59.0,9.0,5.67,0.0,0.0,0.0,0.0
yes i want dashen super open,5,2025-05-02,Dashen Bank,Google Play,yes want super open,19.0,4.0,4.0,0.0,0.0,0.0,0.0
Best App,5,2025-05-02,Dashen Bank,Google Play,best,4.0,1.0,4.0,0.0,0.0,0.0,0.0
faster than this version,5,2025-04-30,Dashen Bank,Google Play,faster version,14.0,2.0,6.5,0.0,0.0,0.0,0.0
"Best UI mobile banking app, props to design team",5,2025-04-30,Dashen Bank,Google Play,best mobile banking prop design team,36.0,6.0,5.17,0.0,0.0,0.0,0.0
thank you,4,2025-04-30,Dashen Bank,Google Play,thank,5.0,1.0,5.0,0.0,0.0,0.0,0.0
great app,5,2025-04-30,Dashen Bank,Google Play,great,5.0,1.0,5.0,0.0,0.0,0.0,0.0
bad.,1,2025-04-30,Dashen Bank,Google Play,bad,3.0,1.0,3.0,0.0,0.0,0.0,0.0
Dashen bank always one step ahead,5,2025-04-29,Dashen Bank,Google Play,bank always one step ahead,26.0,5.0,4.4,0.0,0.0,0.0,0.0
dashen super app is secure band very easy,5,2025-04-29,Dashen Bank,Google Play,super secure band easy,22.0,4.0,4.75,0.0,0.0,0.0,0.0
It is very fast and secured mobile banking app! I like this app!,5,2025-04-29,Dashen Bank,Google Play,fast mobile banking like,24.0,4.0,5.25,0.0,0.0,0.0,0.0
best app I have ever seen,5,2025-04-29,Dashen Bank,Google Play,best ever seen,14.0,3.0,4.0,0.0,0.0,0.0,0.0
best of best,5,2025-04-29,Dashen Bank,Google Play,best best,9.0,2.0,4.0,0.0,0.0,0.0,0.0
waw,5,2025-04-28,Dashen Bank,Google Play,waw,3.0,1.0,3.0,0.0,0.0,0.0,0.0
best app,5,2025-04-28,Dashen Bank,Google Play,best,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Its slow when i try to see the Recent Transaction and stucked,1,2025-04-28,Dashen Bank,Google Play,slow try see recent transaction,31.0,5.0,5.4,0.0,0.0,0.0,0.0
wowslnwoooo wowwww amazing !!!!!!!!,5,2025-04-28,Dashen Bank,Google Play,amazing,7.0,1.0,7.0,0.0,0.0,0.0,0.0
wow appl,5,2025-04-27,Dashen Bank,Google Play,wow,3.0,1.0,3.0,0.0,0.0,0.0,0.0
why do i have to change a pin number i use my finger print so dummy,1,2025-04-26,Dashen Bank,Google Play,change pin number use finger print dummy,40.0,7.0,4.86,0.0,0.0,0.0,0.0
very nice,5,2025-04-26,Dashen Bank,Google Play,nice,4.0,1.0,4.0,0.0,0.0,0.0,0.0
great,4,2025-04-26,Dashen Bank,Google Play,great,5.0,1.0,5.0,0.0,0.0,0.0,0.0
"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",1,2025-04-25,Dashen Bank,Google Play,slow lack many feature super high rating given employee customer,64.0,10.0,5.5,0.0,0.0,0.0,0.0
"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",5,2025-04-24,Dashen Bank,Google Play,smooth secure experience transfer bill payment expense effortless intuitive design make banking go,98.0,13.0,6.62,0.0,0.0,0.0,0.0
Very easy and Fast.,5,2025-04-24,Dashen Bank,Google Play,easy fast,9.0,2.0,4.0,0.0,0.0,0.0,0.0
Incomparably user-friendly and fast app for mobile banking.,5,2025-04-24,Dashen Bank,Google Play,incomparably fast mobile banking,32.0,4.0,7.25,0.0,0.0,0.0,0.0
"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",2,2025-04-23,Dashen Bank,Google Play,nothing super repeatedly transaction waste customer valuable time system upgrade time less traffic demand technical difficulty reflected customer,145.0,18.0,7.11,0.0,0.0,0.0,0.0
execellent,5,2025-04-23,Dashen Bank,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"This super app is a total game-changer—fast, reliable, and packed with everything I need in one place. It’s seamless and super convenient. Love it!""",5,2025-04-23,Dashen Bank,Google Play,super total reliable everything need one place seamless super convenient love,77.0,11.0,6.09,0.0,0.0,0.0,0.0
All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,5,2025-04-23,Dashen Bank,Google Play,one secure reliable convenient digital banking game changer,59.0,8.0,6.5,0.0,0.0,0.0,0.0
it is incredible product.,5,2025-04-23,Dashen Bank,Google Play,incredible product,18.0,2.0,8.5,0.0,0.0,0.0,0.0
"I'm really impressed with this app! It’s user-friendly, runs smoothly, and has all the features I need. Makes my tasks so much easier and saves me a lot of time. Highly recommended!",5,2025-04-23,Dashen Bank,Google Play,really run smoothly feature need make task much easier save lot time highly,75.0,13.0,4.85,0.0,0.0,0.0,0.0
best app,5,2025-04-23,Dashen Bank,Google Play,best,4.0,1.0,4.0,0.0,0.0,0.0,0.0
ok,5,2025-04-23,Dashen Bank,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"It's an amazing app, experience it!!",5,2025-04-23,Dashen Bank,Google Play,amazing experience,18.0,2.0,8.5,0.0,0.0,0.0,0.0
This is the best banking app ever. I recommend everyone to use it.,5,2025-04-22,Dashen Bank,Google Play,best banking ever recommend everyone use,40.0,6.0,5.83,0.0,0.0,0.0,0.0
It is the best application!!!,5,2025-04-22,Dashen Bank,Google Play,best application,16.0,2.0,7.5,0.0,0.0,0.0,0.0
"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",5,2025-04-22,Dashen Bank,Google Play,exceptional digital experience bring new paradigm shift banking business bravo keep,83.0,11.0,6.64,0.0,0.0,0.0,0.0
its features are so dynamic,5,2025-04-22,Dashen Bank,Google Play,feature dynamic,15.0,2.0,7.0,0.0,0.0,0.0,0.0
fast &Friendly user Application.,5,2025-04-22,Dashen Bank,Google Play,fast friendly user application,30.0,4.0,6.75,0.0,0.0,0.0,0.0
"Fast, Reliable and User Friendly. Keep it Up",5,2025-04-22,Dashen Bank,Google Play,fast reliable user friendly keep,32.0,5.0,5.6,0.0,0.0,0.0,0.0
"#dashen super app is easy to use, secure & fast transaction😍",5,2025-04-22,Dashen Bank,Google Play,super easy use secure fast transaction,38.0,6.0,5.5,0.0,0.0,0.0,0.0
i love this app esp 3 click that make e-commerce easier and convinient.,5,2025-04-22,Dashen Bank,Google Play,love click make easier,22.0,4.0,4.75,0.0,0.0,0.0,0.0
Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,5,2025-04-22,Dashen Bank,Google Play,super extended selection customer easily accessible also friendly use,69.0,9.0,6.78,0.0,0.0,0.0,0.0
Great for everyday banking and payments on the go,5,2025-04-22,Dashen Bank,Google Play,great everyday banking payment go,33.0,5.0,5.8,0.0,0.0,0.0,0.0
"""Dashen Super App'' is impressive with its focus on simplicity, speed, and quality. The user interface is clean and easy to understand. Transactions process quickly, and the overall quality of the app is top-notch. A must-have for Dashen Bank customers. ዳሸን ባንክ አንድ እርምጃ ቀዳሚ።",5,2025-04-22,Dashen Bank,Google Play,super impressive focus simplicity speed quality user interface clean easy understand transaction process quickly overall quality topnotch bank customer,151.0,19.0,7.0,0.0,0.0,0.0,0.0
making transactions has never been easier. the new update is just amazing,5,2025-04-21,Dashen Bank,Google Play,making transaction never easier new update amazing,50.0,7.0,6.29,0.0,0.0,0.0,0.0
"The app has various usefull functions, which make easy the payment system. Also, it will connect with sellers having reasonable prices.",5,2025-04-21,Dashen Bank,Google Play,various function make easy payment system also connect seller reasonable price,78.0,11.0,6.18,0.0,0.0,0.0,0.0
The app has great user interface with comprehensive payments and E-commerce platforms. And also it includes unique features such as chat Banking and budget.,5,2025-04-21,Dashen Bank,Google Play,great user interface comprehensive payment platform also unique feature chat banking budget,91.0,12.0,6.67,0.0,0.0,0.0,0.0
betam mirt Ena betam le atikakem kelel Yale Ena michu application nw,5,2025-04-21,Dashen Bank,Google Play,yale application,16.0,2.0,7.5,0.0,0.0,0.0,0.0
Convenient!,5,2025-04-21,Dashen Bank,Google Play,convenient,10.0,1.0,10.0,0.0,0.0,0.0,0.0
It is an amazing application that meets the needs of customers.,5,2025-04-21,Dashen Bank,Google Play,amazing application meet need customer,38.0,5.0,6.8,0.0,0.0,0.0,0.0
Effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,5,2025-04-21,Dashen Bank,Google Play,payment via convenience recipient easily confirming payment received,68.0,8.0,7.62,0.0,0.0,0.0,0.0
the best Supper App ever,5,2025-04-21,Dashen Bank,Google Play,best supper ever,16.0,3.0,4.67,0.0,0.0,0.0,0.0
"This is the best app ever, when is it planned to include digital lending and gasification?",5,2025-04-21,Dashen Bank,Google Play,best ever include digital gasification,38.0,5.0,6.8,0.0,0.0,0.0,0.0
"A powerful, local solution that rivals any global app. I love how easy it is to explore services and products.",5,2025-04-21,Dashen Bank,Google Play,powerful local solution rival global love easy explore service product,70.0,10.0,6.1,0.0,0.0,0.0,0.0
Dashen bank is my number one choice,5,2025-04-21,Dashen Bank,Google Play,bank number one choice,22.0,4.0,4.75,0.0,0.0,0.0,0.0
Assefa Genetu = Dashen superup is the latest and inclussive .I am happy with this super up.,5,2025-04-21,Dashen Bank,Google Play,latest happy super,18.0,3.0,5.33,0.0,0.0,0.0,0.0
"The App is incredibly user-friendly and brings multiple services into one place. It's fast, intuitive, and makes daily tasks super convenient. A true all-in-one solution!",5,2025-04-21,Dashen Bank,Google Play,incredibly multiple service one place fast intuitive make daily task super convenient true solution,99.0,14.0,6.14,0.0,0.0,0.0,0.0
"Proudly made in Ethiopia, this innovation delivers more than promised. The marketplace is a major boost for local commerce",5,2025-04-21,Dashen Bank,Google Play,proudly made innovation major boost local commerce,50.0,7.0,6.29,0.0,0.0,0.0,0.0
it so fanrastic and user friendly app. Bravo Dashen bank thanks.,5,2025-04-21,Dashen Bank,Google Play,user friendly bravo bank thanks,31.0,5.0,5.4,0.0,0.0,0.0,0.0
"one of the best digital platforms I've used! from smooth transactions to a seamless shopping experience, highly recommended.",5,2025-04-21,Dashen Bank,Google Play,one best digital platform used smooth transaction seamless shopping experience highly,85.0,11.0,6.82,0.0,0.0,0.0,0.0
A proudly Ethiopia innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers bnd sellers,5,2025-04-21,Dashen Bank,Google Play,proudly innovation beyond expectation feature big win local shopper seller,74.0,10.0,6.5,0.0,0.0,0.0,0.0
"Dashen Super App is a game-changer! It’s fast, user-friendly, and packed with features that make everyday banking and transactions super convenient. I love how everything I need from mobile banking to utility payments is all in one place. The interface is clean, and everything works smoothly. Definitely one of the best apps out there. Highly recommended!",5,2025-04-21,Dashen Bank,Google Play,super fast feature make everyday banking transaction super convenient love everything need mobile banking utility payment one place interface clean everything work smoothly definitely one best highly,199.0,27.0,6.41,0.0,0.0,0.0,0.0
